ProductKey,OrderDate,OrderNumber,CustomerKey,OrderQuantity
485,2022-01-03,SO61409,15155,2
481,2022-01-03,SO61409,15155,2
360,2022-01-03,SO61409,15155,1
485,2022-01-03,SO61410,14648,2
484,2022-01-03,SO61410,14648,2
362,2022-01-03,SO61410,14648,1
537,2022-01-03,SO61412,12079,1
488,2022-01-03,SO61412,12079,1
485,2022-01-03,SO61412,12079,2
478,2022-01-03,SO61412,12079,2
477,2022-01-03,SO61412,12079,2
362,2022-01-03,SO61412,12079,1
223,2022-01-03,SO61412,12079,2
478,2022-01-03,SO61413,11937,2
477,2022-01-03,SO61413,11937,2
362,2022-01-03,SO61413,11937,1
354,2022-01-03,SO61414,14449,1
220,2022-01-03,SO61414,14449,1
485,2022-01-03,SO61415,12782,2
356,2022-01-03,SO61415,12782,1
232,2022-01-03,SO61415,12782,1
223,2022-01-03,SO61415,12782,1
573,2022-01-03,SO61416,17184,1
479,2022-01-03,SO61416,17184,2
477,2022-01-03,SO61416,17184,3
214,2022-01-03,SO61416,17184,1
387,2022-01-03,SO61417,17734,1
539,2022-01-03,SO61418,24585,2
529,2022-01-03,SO61418,24585,2
385,2022-01-03,SO61418,24585,1
215,2022-01-03,SO61418,24585,1
387,2022-01-03,SO61419,24484,1
487,2022-01-03,SO61420,13122,1
485,2022-01-03,SO61420,13122,2
362,2022-01-03,SO61420,13122,1
223,2022-01-03,SO61420,13122,2
576,2022-01-03,SO61421,13284,1
223,2022-01-03,SO61421,13284,2
563,2022-01-03,SO61422,12986,1
541,2022-01-03,SO61422,12986,1
530,2022-01-03,SO61422,12986,2
220,2022-01-03,SO61422,12986,1
606,2022-01-03,SO61423,13559,1
538,2022-01-03,SO61423,13559,2
529,2022-01-03,SO61423,13559,2
220,2022-01-03,SO61423,13559,1
606,2022-01-03,SO61424,22674,1
220,2022-01-03,SO61424,22674,1
579,2022-01-03,SO61425,13050,1
214,2022-01-03,SO61425,13050,1
606,2022-01-03,SO61426,27500,1
479,2022-01-03,SO61426,27500,2
477,2022-01-03,SO61426,27500,2
214,2022-01-03,SO61426,27500,1
606,2022-01-03,SO61427,27512,1
540,2022-01-04,SO61428,20615,1
529,2022-01-04,SO61428,20615,2
480,2022-01-04,SO61428,20615,2
379,2022-01-04,SO61428,20615,1
540,2022-01-04,SO61429,20616,1
529,2022-01-04,SO61429,20616,2
371,2022-01-04,SO61429,20616,1
214,2022-01-04,SO61429,20616,1
215,2022-01-04,SO61430,11253,1
539,2022-01-04,SO61431,14233,2
529,2022-01-04,SO61431,14233,2
536,2022-01-04,SO61432,16710,3
528,2022-01-04,SO61432,16710,2
480,2022-01-04,SO61432,16710,2
536,2022-01-04,SO61433,16625,2
528,2022-01-04,SO61433,16625,2
484,2022-01-04,SO61433,16625,2
480,2022-01-04,SO61433,16625,2
477,2022-01-04,SO61434,23646,2
223,2022-01-04,SO61434,23646,2
488,2022-01-04,SO61435,17250,1
223,2022-01-04,SO61435,17250,2
541,2022-01-04,SO61436,16016,2
530,2022-01-04,SO61436,16016,2
479,2022-01-04,SO61436,16016,2
477,2022-01-04,SO61436,16016,2
597,2022-01-04,SO61437,17896,1
485,2022-01-04,SO61437,17896,2
478,2022-01-04,SO61437,17896,2
477,2022-01-04,SO61437,17896,1
464,2022-01-04,SO61437,17896,2
581,2022-01-04,SO61438,25444,1
489,2022-01-04,SO61438,25444,1
580,2022-01-04,SO61439,21071,1
226,2022-01-04,SO61439,21071,1
589,2022-01-04,SO61440,14140,1
226,2022-01-04,SO61440,14140,1
478,2022-01-04,SO61441,15923,2
477,2022-01-04,SO61441,15923,2
466,2022-01-04,SO61441,15923,2
354,2022-01-04,SO61441,15923,1
537,2022-01-04,SO61442,15700,1
362,2022-01-04,SO61442,15700,1
490,2022-01-04,SO61443,11078,1
535,2022-01-04,SO61444,11125,2
528,2022-01-04,SO61444,11125,2
480,2022-01-04,SO61444,11125,2
538,2022-01-04,SO61445,18314,2
480,2022-01-04,SO61445,18314,2
540,2022-01-04,SO61446,16506,1
529,2022-01-04,SO61446,16506,1
462,2022-01-04,SO61446,16506,1
536,2022-01-04,SO61447,12203,3
528,2022-01-04,SO61447,12203,2
481,2022-01-04,SO61447,12203,2
536,2022-01-04,SO61448,23561,2
540,2022-01-04,SO61449,11331,1
529,2022-01-04,SO61449,11331,2
536,2022-01-04,SO61450,22775,1
528,2022-01-04,SO61450,22775,2
480,2022-01-04,SO61450,22775,2
536,2022-01-04,SO61451,11642,2
528,2022-01-04,SO61451,11642,2
462,2022-01-04,SO61451,11642,1
235,2022-01-04,SO61451,11642,1
220,2022-01-04,SO61451,11642,1
536,2022-01-04,SO61452,13144,2
480,2022-01-04,SO61452,13144,2
478,2022-01-04,SO61453,15572,2
477,2022-01-04,SO61453,15572,2
215,2022-01-04,SO61453,15572,1
487,2022-01-04,SO61454,14265,1
478,2022-01-04,SO61454,14265,2
477,2022-01-04,SO61454,14265,2
474,2022-01-04,SO61455,11215,1
466,2022-01-04,SO61455,11215,2
477,2022-01-04,SO61456,16986,1
472,2022-01-04,SO61456,16986,1
528,2022-01-04,SO61457,15516,2
480,2022-01-04,SO61457,15516,2
528,2022-01-04,SO61458,25157,1
480,2022-01-04,SO61458,25157,1
528,2022-01-04,SO61459,14536,2
472,2022-01-04,SO61459,14536,1
535,2022-01-04,SO61460,15442,2
528,2022-01-04,SO61460,15442,2
473,2022-01-04,SO61460,15442,1
537,2022-01-04,SO61461,12444,1
528,2022-01-04,SO61461,12444,2
462,2022-01-04,SO61461,12444,2
235,2022-01-04,SO61461,12444,1
537,2022-01-04,SO61462,14760,1
480,2022-01-04,SO61462,14760,2
537,2022-01-04,SO61463,11860,1
485,2022-01-04,SO61464,13229,2
598,2022-01-04,SO61465,19719,1
490,2022-01-04,SO61465,19719,1
485,2022-01-04,SO61465,19719,2
223,2022-01-04,SO61465,19719,3
220,2022-01-04,SO61465,19719,1
537,2022-01-04,SO61466,14464,1
480,2022-01-04,SO61466,14464,3
354,2022-01-04,SO61466,14464,1
585,2022-01-04,SO61467,27006,1
484,2022-01-04,SO61467,27006,2
566,2022-01-04,SO61468,27118,1
215,2022-01-04,SO61468,27118,1
560,2022-01-04,SO61469,16424,1
562,2022-01-04,SO61470,13600,1
541,2022-01-04,SO61470,13600,3
530,2022-01-04,SO61470,13600,2
223,2022-01-04,SO61470,13600,2
214,2022-01-04,SO61470,13600,1
539,2022-01-04,SO61471,17730,1
529,2022-01-04,SO61471,17730,2
462,2022-01-04,SO61471,17730,2
389,2022-01-04,SO61471,17730,1
480,2022-01-04,SO61472,13123,2
358,2022-01-04,SO61472,13123,1
478,2022-01-04,SO61473,13135,2
358,2022-01-04,SO61473,13135,1
569,2022-01-04,SO61474,29221,1
562,2022-01-04,SO61475,13366,1
220,2022-01-04,SO61475,13366,1
604,2022-01-04,SO61476,23217,1
538,2022-01-04,SO61476,23217,2
480,2022-01-04,SO61476,23217,2
487,2022-01-04,SO61477,19987,1
479,2022-01-04,SO61477,19987,1
477,2022-01-04,SO61477,19987,2
387,2022-01-04,SO61477,19987,1
539,2022-01-04,SO61478,20394,2
529,2022-01-04,SO61478,20394,2
481,2022-01-04,SO61478,20394,2
385,2022-01-04,SO61478,20394,1
580,2022-01-04,SO61479,17567,1
223,2022-01-04,SO61479,17567,2
587,2022-01-04,SO61481,17233,1
535,2022-01-05,SO61482,14059,2
528,2022-01-05,SO61482,14059,2
480,2022-01-05,SO61482,14059,2
536,2022-01-05,SO61483,19578,2
528,2022-01-05,SO61483,19578,2
480,2022-01-05,SO61483,19578,2
491,2022-01-05,SO61484,22941,1
477,2022-01-05,SO61484,22941,2
491,2022-01-05,SO61485,26143,1
475,2022-01-05,SO61485,26143,1
487,2022-01-05,SO61486,29188,1
478,2022-01-05,SO61486,29188,2
477,2022-01-05,SO61486,29188,2
232,2022-01-05,SO61487,14217,1
589,2022-01-05,SO61488,21545,1
475,2022-01-05,SO61488,21545,1
223,2022-01-05,SO61488,21545,2
485,2022-01-05,SO61489,13561,2
480,2022-01-05,SO61489,13561,2
354,2022-01-05,SO61489,13561,1
478,2022-01-05,SO61490,15637,2
362,2022-01-05,SO61490,15637,1
226,2022-01-05,SO61490,15637,1
223,2022-01-05,SO61490,15637,3
214,2022-01-05,SO61490,15637,1
537,2022-01-05,SO61491,15086,1
528,2022-01-05,SO61491,15086,3
358,2022-01-05,SO61491,15086,1
220,2022-01-05,SO61491,15086,1
358,2022-01-05,SO61492,15118,1
489,2022-01-05,SO61493,11667,1
484,2022-01-05,SO61494,11643,2
480,2022-01-05,SO61494,11643,2
232,2022-01-05,SO61495,11506,1
538,2022-01-05,SO61498,28232,2
483,2022-01-05,SO61498,28232,1
480,2022-01-05,SO61498,28232,2
535,2022-01-05,SO61499,11277,2
528,2022-01-05,SO61499,11277,2
485,2022-01-05,SO61499,11277,2
466,2022-01-05,SO61499,11277,3
215,2022-01-05,SO61499,11277,1
536,2022-01-05,SO61500,23689,2
528,2022-01-05,SO61500,23689,2
482,2022-01-05,SO61500,23689,2
540,2022-01-05,SO61501,24961,1
529,2022-01-05,SO61501,24961,1
215,2022-01-05,SO61501,24961,1
536,2022-01-05,SO61502,18449,2
528,2022-01-05,SO61502,18449,2
220,2022-01-05,SO61502,18449,1
536,2022-01-05,SO61503,23687,2
478,2022-01-05,SO61504,14574,2
477,2022-01-05,SO61504,14574,2
462,2022-01-05,SO61504,14574,2
220,2022-01-05,SO61504,14574,1
475,2022-01-05,SO61505,20349,1
476,2022-01-05,SO61506,19018,1
472,2022-01-05,SO61506,19018,1
477,2022-01-05,SO61507,23554,1
528,2022-01-05,SO61508,19082,2
215,2022-01-05,SO61508,19082,1
535,2022-01-05,SO61509,21533,2
528,2022-01-05,SO61509,21533,2
484,2022-01-05,SO61509,21533,2
480,2022-01-05,SO61509,21533,3
539,2022-01-05,SO61510,20133,1
529,2022-01-05,SO61510,20133,2
538,2022-01-05,SO61511,21077,2
480,2022-01-05,SO61511,21077,2
529,2022-01-05,SO61512,28570,2
472,2022-01-05,SO61512,28570,1
529,2022-01-05,SO61513,22701,2
491,2022-01-05,SO61513,22701,1
538,2022-01-05,SO61514,25541,2
541,2022-01-05,SO61515,14784,2
530,2022-01-05,SO61515,14784,2
480,2022-01-05,SO61515,14784,2
530,2022-01-05,SO61516,17186,1
480,2022-01-05,SO61516,17186,2
537,2022-01-05,SO61517,13071,1
537,2022-01-05,SO61518,11235,1
528,2022-01-05,SO61518,11235,2
220,2022-01-05,SO61518,11235,1
485,2022-01-05,SO61519,12180,2
362,2022-01-05,SO61519,12180,1
220,2022-01-05,SO61519,12180,1
487,2022-01-05,SO61520,12078,1
485,2022-01-05,SO61520,12078,2
356,2022-01-05,SO61520,12078,1
537,2022-01-05,SO61521,15490,1
528,2022-01-05,SO61521,15490,2
462,2022-01-05,SO61521,15490,2
362,2022-01-05,SO61521,15490,1
215,2022-01-05,SO61521,15490,1
583,2022-01-05,SO61522,23423,1
491,2022-01-05,SO61522,23423,1
540,2022-01-05,SO61523,20609,1
529,2022-01-05,SO61523,20609,2
466,2022-01-05,SO61523,20609,2
373,2022-01-05,SO61523,20609,1
214,2022-01-05,SO61523,20609,1
539,2022-01-05,SO61524,25213,2
529,2022-01-05,SO61524,25213,1
387,2022-01-05,SO61524,25213,1
220,2022-01-05,SO61524,25213,1
478,2022-01-05,SO61525,13650,2
477,2022-01-05,SO61525,13650,2
356,2022-01-05,SO61525,13650,1
560,2022-01-05,SO61526,23730,1
214,2022-01-05,SO61526,23730,1
578,2022-01-05,SO61527,23731,1
215,2022-01-05,SO61527,23731,1
570,2022-01-05,SO61528,24957,1
214,2022-01-05,SO61528,24957,1
578,2022-01-05,SO61529,23829,1
482,2022-01-05,SO61529,23829,2
605,2022-01-05,SO61530,26200,1
214,2022-01-05,SO61530,26200,1
606,2022-01-05,SO61531,18476,1
487,2022-01-05,SO61531,18476,1
484,2022-01-05,SO61531,18476,2
479,2022-01-05,SO61531,18476,2
477,2022-01-05,SO61531,18476,2
606,2022-01-05,SO61532,23265,1
481,2022-01-05,SO61532,23265,1
479,2022-01-05,SO61532,23265,2
477,2022-01-05,SO61532,23265,2
604,2022-01-05,SO61533,23183,1
479,2022-01-05,SO61533,23183,2
604,2022-01-05,SO61535,22733,1
479,2022-01-05,SO61535,22733,2
580,2022-01-05,SO61536,17521,1
229,2022-01-05,SO61536,17521,1
479,2022-01-05,SO61537,24100,1
477,2022-01-05,SO61537,24100,2
385,2022-01-05,SO61537,24100,1
214,2022-01-05,SO61537,24100,1
590,2022-01-05,SO61538,14670,1
474,2022-01-05,SO61538,14670,1
223,2022-01-05,SO61538,14670,2
536,2022-01-06,SO61539,20282,2
528,2022-01-06,SO61539,20282,2
480,2022-01-06,SO61539,20282,2
485,2022-01-06,SO61540,22176,1
478,2022-01-06,SO61540,22176,2
477,2022-01-06,SO61540,22176,2
472,2022-01-06,SO61540,22176,1
476,2022-01-06,SO61541,26164,1
528,2022-01-06,SO61542,12997,2
220,2022-01-06,SO61542,12997,1
529,2022-01-06,SO61543,12690,2
480,2022-01-06,SO61543,12690,2
529,2022-01-06,SO61544,25266,2
488,2022-01-06,SO61544,25266,1
235,2022-01-06,SO61545,11369,1
223,2022-01-06,SO61545,11369,2
223,2022-01-06,SO61546,18206,2
583,2022-01-06,SO61547,17902,1
479,2022-01-06,SO61547,17902,2
477,2022-01-06,SO61547,17902,3
485,2022-01-06,SO61548,12386,2
360,2022-01-06,SO61548,12386,1
232,2022-01-06,SO61548,12386,1
223,2022-01-06,SO61548,12386,2
356,2022-01-06,SO61549,13562,1
537,2022-01-06,SO61550,15097,1
528,2022-01-06,SO61550,15097,2
480,2022-01-06,SO61550,15097,1
360,2022-01-06,SO61550,15097,1
462,2022-01-06,SO61551,11890,2
214,2022-01-06,SO61551,11890,1
529,2022-01-06,SO61552,11505,3
235,2022-01-06,SO61552,11505,1
215,2022-01-06,SO61552,11505,1
229,2022-01-06,SO61553,12068,1
223,2022-01-06,SO61553,12068,2
538,2022-01-06,SO61554,28225,2
529,2022-01-06,SO61554,28225,2
214,2022-01-06,SO61554,28225,1
535,2022-01-06,SO61555,11330,2
528,2022-01-06,SO61555,11330,2
480,2022-01-06,SO61555,11330,2
540,2022-01-06,SO61556,23796,1
529,2022-01-06,SO61556,23796,2
540,2022-01-06,SO61557,24285,1
536,2022-01-06,SO61558,12165,2
528,2022-01-06,SO61558,12165,2
480,2022-01-06,SO61558,12165,3
540,2022-01-06,SO61559,19224,1
529,2022-01-06,SO61559,19224,2
464,2022-01-06,SO61559,19224,2
220,2022-01-06,SO61559,19224,1
478,2022-01-06,SO61560,16213,2
477,2022-01-06,SO61560,16213,2
215,2022-01-06,SO61560,16213,1
484,2022-01-06,SO61561,18380,2
477,2022-01-06,SO61561,18380,3
485,2022-01-06,SO61562,18944,1
220,2022-01-06,SO61562,18944,1
528,2022-01-06,SO61563,16049,2
215,2022-01-06,SO61563,16049,1
528,2022-01-06,SO61564,15680,2
537,2022-01-06,SO61565,14543,1
528,2022-01-06,SO61565,14543,3
480,2022-01-06,SO61565,14543,2
540,2022-01-06,SO61566,15711,1
529,2022-01-06,SO61566,15711,2
215,2022-01-06,SO61566,15711,1
539,2022-01-06,SO61567,16266,2
529,2022-01-06,SO61567,16266,2
215,2022-01-06,SO61567,16266,1
535,2022-01-06,SO61568,17951,1
480,2022-01-06,SO61568,17951,3
536,2022-01-06,SO61569,17711,3
528,2022-01-06,SO61569,17711,2
214,2022-01-06,SO61569,17711,1
536,2022-01-06,SO61570,17809,2
528,2022-01-06,SO61570,17809,2
486,2022-01-06,SO61570,17809,1
480,2022-01-06,SO61570,17809,2
223,2022-01-06,SO61570,17809,2
536,2022-01-06,SO61571,19373,2
528,2022-01-06,SO61571,19373,2
